index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
288,45.0,45.0,45.0,38.0,39.0,38.45454406738281,37.0,37.0,37.0,39.0,40.0,39.772727966308594,51.0,51.0,51.0,62.0,62.0,62.0,58.0,58.0,58.0,48.0,48.0,48.0,46.0,46.0,46.0,35.0,35.0,35.0,47.0,47.0,47.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,26.0,26.0,26.0,0.0,0.0,0.0,288,44,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,-26.0,-26.0,-26.0,-17.0,-17.0,-17.0,29.0,29.0,29.0,111.0,111.0,111.0,166.0,166.0,166.0,210.0,210.0,210.0,236.0,236.0,236.0,230.0,230.0,230.0,175.0,175.0,175.0,106.0,106.0,106.0,38.0,38.0,38.0,-1.0,-1.0,-1.0,4.0,4.0,4.0,71.0,71.0,71.0,116.0,116.0,116.0,161.0,161.0,161.0,216.0,216.0,216.0,256.0,256.0,256.0,286.0,286.0,286.0,286.0,286.0,286.0,229.0,229.0,229.0,154.0,154.0,154.0,70.0,70.0,70.0,24.0,25.0,24.545454025268555,-57.0,-56.0,-56.022727966308594,-52.0,-52.0,-52.0,-14.0,-13.0,-13.681818008422852,61.0,61.0,61.0,116.0,116.0,116.0,164.0,164.0,164.0,185.0,185.0,185.0,175.0,175.0,175.0,122.0,122.0,122.0,59.0,59.0,59.0,6.0,6.0,6.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
289,90.0,90.0,90.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,75.0,75.0,75.0,87.0,87.0,87.0,73.0,73.0,73.0,70.0,71.0,70.5,64.0,64.0,64.0,77.0,77.0,77.0,95.0,95.0,95.0,103.0,103.0,103.0,270.0,270.0,270.0,89.0,91.0,89.875,0.2864765226840973,0.5729386806488037,0.3580920696258545,289,0,0,0,0,0,0,0,0,0,8,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,178.0,178.0,178.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,286.0,287.0,286.875,288.0,288.0,288.0,238.0,238.0,238.0,171.0,172.0,171.875,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-41.0,-41.875,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,119.0,119.0,119.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
290,89.0,89.0,89.0,62.0,62.0,62.0,64.0,65.0,64.16666412353516,64.0,64.0,64.0,75.0,75.0,75.0,87.0,87.0,87.0,73.0,73.0,73.0,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.33333587646484,94.0,94.0,94.0,102.0,102.0,102.0,360.0,360.0,360.0,91.0,92.0,91.5,0.2864765226840973,0.2864765226840973,0.2864765226840973,290,0,0,0,0,0,0,0,0,0,6,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.8333282470703,217.0,218.0,217.8333282470703,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-37.0,-36.0,-36.83333206176758,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
291,45.0,45.0,45.0,38.0,39.0,38.6875,37.0,37.0,37.0,40.0,40.0,40.0,51.0,51.0,51.0,62.0,62.0,62.0,58.0,58.0,58.0,48.0,48.0,48.0,46.0,46.0,46.0,35.0,35.0,35.0,47.0,47.0,47.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,26.0,26.0,26.0,0.0,0.0,0.0,291,32,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,-26.0,-26.0,-26.0,-17.0,-17.0,-17.0,29.0,29.0,29.0,111.0,111.0,111.0,166.0,166.0,166.0,210.0,210.0,210.0,236.0,236.0,236.0,230.0,230.0,230.0,175.0,175.0,175.0,106.0,106.0,106.0,38.0,38.0,38.0,-1.0,-1.0,-1.0,4.0,4.0,4.0,71.0,71.0,71.0,116.0,116.0,116.0,161.0,161.0,161.0,216.0,216.0,216.0,257.0,257.0,257.0,287.0,287.0,287.0,286.0,286.0,286.0,229.0,229.0,229.0,154.0,154.0,154.0,70.0,70.0,70.0,24.0,25.0,24.3125,-57.0,-56.0,-56.4375,-52.0,-52.0,-52.0,-14.0,-13.0,-13.75,61.0,61.0,61.0,116.0,116.0,116.0,164.0,164.0,164.0,185.0,185.0,185.0,175.0,175.0,175.0,122.0,122.0,122.0,59.0,59.0,59.0,6.0,6.0,6.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
292,88.0,89.0,88.16666412353516,62.0,62.0,62.0,63.0,64.0,63.66666793823242,64.0,64.0,64.0,75.0,76.0,75.5,87.0,87.0,87.0,72.0,72.0,72.0,69.0,70.0,69.33333587646484,64.0,64.0,64.0,76.0,76.0,76.0,94.0,94.0,94.0,101.0,101.0,101.0,296.5650634765625,296.5650634765625,296.5650634765625,100.0,103.0,101.5,0.6405596137046814,1.280959129333496,1.0674926042556765,292,0,0,0,0,0,0,0,0,0,6,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,100.0,100.0,100.0,138.0,138.0,138.0,175.0,175.0,175.0,219.0,219.0,219.0,254.0,254.0,254.0,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-43.0,-43.0,-38.0,-38.0,-38.0,8.0,8.0,8.0,68.0,68.0,68.0,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,164.0,164.0,164.0,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
293,90.0,90.0,90.0,63.0,63.0,63.0,64.0,64.0,64.0,66.0,66.0,66.0,75.0,75.0,75.0,86.0,86.0,86.0,71.0,72.0,71.83333587646484,69.0,70.0,69.83333587646484,64.0,64.0,64.0,77.0,78.0,77.33333587646484,95.0,95.0,95.0,103.0,103.0,103.0,-99999.0,-99999.0,-99999.0,87.0,88.0,87.16666412353516,0.0,0.0,0.0,293,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,226.0,226.0,226.0,178.0,178.0,178.0,117.0,117.0,117.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,285.0,286.0,285.5,287.0,287.0,287.0,237.0,237.0,237.0,171.0,171.0,171.0,95.0,95.0,95.0,48.0,48.0,48.0,-41.0,-41.0,-41.0,-36.0,-35.0,-35.16666793823242,9.0,9.0,9.0,70.0,70.0,70.0,109.0,109.0,109.0,146.0,146.0,146.0,173.0,173.0,173.0,166.0,166.0,166.0,119.0,119.0,119.0,62.0,62.0,62.0,18.0,18.0,18.0,-17.0,-17.0,-17.0,0.0,0.0,0.0
294,89.0,89.0,89.0,62.0,62.0,62.0,64.0,65.0,64.5,64.0,64.0,64.0,75.0,76.0,75.125,87.0,87.0,87.0,73.0,73.0,73.0,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.875,94.0,94.0,94.0,102.0,102.0,102.0,-99999.0,-99999.0,-99999.0,92.0,92.0,92.0,0.0,0.0,0.0,294,0,0,0,0,0,0,0,0,0,8,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.5,217.0,218.0,217.625,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-37.0,-36.0,-36.5,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
295,88.0,89.0,88.33333587646484,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,75.0,76.0,75.33333587646484,87.0,87.0,87.0,72.0,72.0,72.0,69.0,70.0,69.66666412353516,64.0,64.0,64.0,76.0,76.0,76.0,94.0,94.0,94.0,101.0,101.0,101.0,315.0,315.0,315.0,99.0,101.0,100.0,0.4051356017589569,0.8102306723594666,0.7427148222923279,295,0,0,0,0,0,0,0,0,0,6,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,100.0,100.0,100.0,138.0,138.0,138.0,175.0,175.0,175.0,219.0,219.0,219.0,254.0,254.0,254.0,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-43.0,-43.0,-38.0,-37.0,-37.83333206176758,8.0,8.0,8.0,68.0,69.0,68.16666412353516,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,164.0,165.0,164.1666717529297,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
296,90.0,90.0,90.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,75.0,75.0,75.0,86.0,87.0,86.83333587646484,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,77.0,77.0,95.0,95.0,95.0,103.0,103.0,103.0,360.0,360.0,360.0,91.0,92.0,91.5,0.2864765226840973,0.2864765226840973,0.2864765226840973,296,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,178.0,178.0,178.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,287.0,287.0,287.0,288.0,288.0,288.0,238.0,238.0,238.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,119.0,119.0,119.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
297,90.0,90.0,90.0,63.0,63.0,63.0,64.0,65.0,64.875,64.0,65.0,64.125,74.0,75.0,74.125,86.0,86.0,86.0,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,77.0,77.0,94.0,94.0,94.0,102.0,102.0,102.0,-99999.0,-99999.0,-99999.0,91.0,92.0,91.875,0.0,0.0,0.0,297,0,0,0,0,0,0,0,0,0,8,119.0,119.0,119.0,-4.0,-4.0,-4.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,69.0,70.0,69.75,108.0,108.0,108.0,145.0,145.0,145.0,172.0,173.0,172.75,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
298,90.0,90.0,90.0,63.0,63.0,63.0,65.0,65.0,65.0,64.0,64.0,64.0,74.0,75.0,74.5,86.0,87.0,86.33333587646484,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,77.0,77.0,94.0,95.0,94.16666412353516,102.0,103.0,102.16666412353516,-99999.0,-99999.0,-99999.0,92.0,93.0,92.5,0.0,0.0,0.0,298,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-4.0,-4.0,-4.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,69.0,70.0,69.16666412353516,108.0,108.0,108.0,145.0,145.0,145.0,172.0,173.0,172.1666717529297,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
299,90.0,90.0,90.0,63.0,63.0,63.0,65.0,65.0,65.0,64.0,65.0,64.18181610107422,75.0,75.0,75.0,86.0,86.0,86.0,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,78.0,77.90908813476562,95.0,95.0,95.0,103.0,103.0,103.0,-99999.0,-99999.0,-99999.0,93.0,93.0,93.0,0.0,0.0,0.0,299,0,0,0,0,0,0,0,0,0,11,119.0,119.0,119.0,-4.0,-4.0,-4.0,2.0,3.0,2.090909004211426,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,178.0,179.0,178.90908813476562,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,253.0,252.9090881347656,286.0,286.0,286.0,288.0,288.0,288.0,238.0,239.0,238.9090881347656,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,69.0,70.0,69.36363983154297,108.0,108.0,108.0,145.0,145.0,145.0,172.0,173.0,172.18182373046875,165.0,165.0,165.0,119.0,119.0,119.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
300,90.0,91.0,90.625,63.0,63.0,63.0,65.0,65.0,65.0,65.0,66.0,65.625,75.0,75.0,75.0,86.0,86.0,86.0,72.0,73.0,72.375,70.0,71.0,70.375,64.0,64.0,64.0,77.0,77.0,77.0,95.0,95.0,95.0,103.0,103.0,103.0,270.0,270.0,270.0,91.0,92.0,91.25,0.2864765226840973,0.5729386806488037,0.3580920696258545,300,0,0,0,0,0,0,0,0,0,8,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,162.0,162.0,162.0,199.0,199.0,199.0,229.0,229.0,229.0,226.0,226.0,226.0,178.0,178.0,178.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,216.0,216.0,216.0,252.0,252.0,252.0,285.0,286.0,285.375,287.0,287.0,287.0,237.0,238.0,237.25,171.0,171.0,171.0,95.0,95.0,95.0,47.0,48.0,47.625,-41.0,-41.0,-41.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,109.0,108.625,145.0,145.0,145.0,173.0,173.0,173.0,165.0,166.0,165.625,119.0,119.0,119.0,62.0,62.0,62.0,17.0,18.0,17.625,-18.0,-17.0,-17.375,0.0,0.0,0.0
301,90.0,90.0,90.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,75.0,75.0,75.0,86.0,86.0,86.0,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,78.0,77.33333587646484,95.0,95.0,95.0,103.0,103.0,103.0,-99999.0,-99999.0,-99999.0,93.0,95.0,94.0,0.0,0.0,0.0,301,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,162.0,162.0,162.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,178.0,178.0,178.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,286.0,286.0,286.0,288.0,288.0,288.0,238.0,238.0,238.0,171.0,171.0,171.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,119.0,119.0,119.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
