index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
274,88.0,89.0,88.25,62.0,62.0,62.0,64.0,64.0,64.0,64.0,65.0,64.75,74.0,75.0,74.75,86.0,87.0,86.5,72.0,72.0,72.0,69.0,69.0,69.0,63.0,64.0,63.125,76.0,76.0,76.0,94.0,94.0,94.0,101.0,101.0,101.0,-99999.0,-99999.0,-99999.0,96.0,97.0,96.25,0.0,0.0,0.0,274,0,0,0,0,0,0,0,0,0,8,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,99.0,100.0,99.625,137.0,138.0,137.625,175.0,175.0,175.0,218.0,218.0,218.0,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-42.0,-42.625,-37.0,-37.0,-37.0,8.0,8.0,8.0,69.0,69.0,69.0,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
275,89.0,89.0,89.0,62.0,62.0,62.0,64.0,64.0,64.0,65.0,65.0,65.0,74.0,75.0,74.125,86.0,86.0,86.0,72.0,72.0,72.0,70.0,70.0,70.0,63.0,64.0,63.25,76.0,77.0,76.625,94.0,94.0,94.0,102.0,102.0,102.0,-99999.0,-99999.0,-99999.0,87.0,87.0,87.0,0.0,0.0,0.0,275,0,0,0,0,0,0,0,0,0,8,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,178.0,178.0,178.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,32.0,32.0,32.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,253.0,253.0,253.0,286.0,287.0,286.75,288.0,288.0,288.0,238.0,238.0,238.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-41.0,-41.0,-41.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,109.0,109.0,109.0,146.0,146.0,146.0,173.0,173.0,173.0,166.0,166.0,166.0,119.0,119.0,119.0,61.0,61.0,61.0,17.0,17.0,17.0,-17.0,-17.0,-17.0,0.0,0.0,0.0
276,88.0,88.0,88.0,62.0,62.0,62.0,63.0,64.0,63.11111068725586,64.0,65.0,64.55555725097656,75.0,75.0,75.0,86.0,87.0,86.33333587646484,72.0,72.0,72.0,69.0,70.0,69.66666412353516,63.0,64.0,63.11111068725586,75.0,76.0,75.11111450195312,93.0,94.0,93.88888549804688,100.0,101.0,100.11111450195312,-99999.0,-99999.0,-99999.0,97.0,98.0,97.11111450195312,0.0,0.0,0.0,276,0,0,0,0,0,0,0,0,0,9,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,100.0,100.0,100.0,138.0,138.0,138.0,175.0,176.0,175.11111450195312,219.0,219.0,219.0,254.0,254.0,254.0,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-43.0,-43.0,-37.0,-37.0,-37.0,8.0,8.0,8.0,69.0,69.0,69.0,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
277,88.0,89.0,88.57142639160156,62.0,62.0,62.0,64.0,64.0,64.0,64.0,65.0,64.07142639160156,75.0,76.0,75.07142639160156,86.0,87.0,86.92857360839844,72.0,72.0,72.0,69.0,70.0,69.92857360839844,63.0,64.0,63.85714340209961,76.0,76.0,76.0,94.0,94.0,94.0,100.0,101.0,100.92857360839844,-99999.0,-99999.0,-99999.0,97.0,98.0,97.21428680419922,0.0,0.0,0.0,277,0,0,0,0,0,0,0,0,0,14,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,100.0,100.0,100.0,138.0,138.0,138.0,175.0,175.0,175.0,218.0,219.0,218.92857360839844,253.0,254.0,253.92857360839844,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-43.0,-43.0,-37.0,-37.0,-37.0,8.0,8.0,8.0,69.0,69.0,69.0,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
278,89.0,89.0,89.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,65.0,64.16666412353516,74.0,74.0,74.0,86.0,86.0,86.0,73.0,73.0,73.0,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.16666412353516,94.0,94.0,94.0,102.0,102.0,102.0,360.0,360.0,360.0,90.0,91.0,90.33333587646484,0.2864765226840973,0.2864765226840973,0.2864765226840973,278,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,253.0,253.0,253.0,287.0,288.0,287.3333435058594,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,8.0,8.0,8.0,69.0,70.0,69.83333587646484,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
279,89.0,89.0,89.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,74.0,74.0,74.0,86.0,87.0,86.14286041259766,72.0,73.0,72.71428680419922,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.14286041259766,94.0,94.0,94.0,102.0,102.0,102.0,360.0,360.0,360.0,90.0,91.0,90.57142639160156,0.2864765226840973,0.2864765226840973,0.2864765226840973,279,0,0,0,0,0,0,0,0,0,7,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.14285278320312,217.0,218.0,217.14285278320312,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,173.0,172.14285278320312,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
280,89.0,89.0,89.0,62.0,62.0,62.0,64.0,65.0,64.08333587646484,64.0,64.0,64.0,74.0,75.0,74.66666412353516,86.0,87.0,86.75,72.0,73.0,72.91666412353516,70.0,70.0,70.0,63.0,64.0,63.91666793823242,76.0,77.0,76.16666412353516,94.0,94.0,94.0,101.0,102.0,101.91666412353516,-99999.0,-99999.0,-99999.0,91.0,91.0,91.0,0.0,0.0,0.0,280,0,0,0,0,0,0,0,0,0,12,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.75,217.0,218.0,217.75,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-37.0,-36.0,-36.41666793823242,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
281,88.0,89.0,88.0999984741211,62.0,62.0,62.0,63.0,64.0,63.400001525878906,64.0,64.0,64.0,75.0,76.0,75.0999984741211,87.0,87.0,87.0,72.0,72.0,72.0,69.0,70.0,69.30000305175781,63.0,64.0,63.900001525878906,75.0,76.0,75.5,94.0,94.0,94.0,100.0,101.0,100.9000015258789,315.0,315.0,315.0,97.0,99.0,97.9000015258789,0.4051356017589569,0.8102306723594666,0.4456450939178467,281,0,0,0,0,0,0,0,0,0,10,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,55.0,55.0,55.0,14.0,14.0,14.0,33.0,33.0,33.0,100.0,100.0,100.0,138.0,138.0,138.0,175.0,175.0,175.0,219.0,219.0,219.0,254.0,254.0,254.0,287.0,287.0,287.0,289.0,289.0,289.0,240.0,240.0,240.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-43.0,-43.0,-43.0,-38.0,-37.0,-37.59999847412109,8.0,8.0,8.0,68.0,69.0,68.5,107.0,107.0,107.0,144.0,144.0,144.0,172.0,172.0,172.0,164.0,165.0,164.5,118.0,118.0,118.0,60.0,60.0,60.0,16.0,16.0,16.0,-19.0,-19.0,-19.0,0.0,0.0,0.0
282,90.0,90.0,90.0,63.0,63.0,63.0,64.0,64.0,64.0,66.0,66.0,66.0,75.0,75.0,75.0,86.0,86.0,86.0,71.0,72.0,71.66666412353516,69.0,70.0,69.16666412353516,64.0,64.0,64.0,77.0,77.0,77.0,95.0,95.0,95.0,103.0,103.0,103.0,-99999.0,-99999.0,-99999.0,86.0,87.0,86.83333587646484,0.0,0.0,0.0,282,0,0,0,0,0,0,0,0,0,6,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,226.0,226.0,226.0,178.0,178.0,178.0,117.0,117.0,117.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,285.0,286.0,285.5,287.0,287.0,287.0,237.0,237.0,237.0,171.0,171.0,171.0,95.0,95.0,95.0,48.0,48.0,48.0,-41.0,-41.0,-41.0,-36.0,-35.0,-35.16666793823242,9.0,9.0,9.0,70.0,70.0,70.0,109.0,109.0,109.0,146.0,146.0,146.0,173.0,173.0,173.0,166.0,166.0,166.0,119.0,119.0,119.0,62.0,62.0,62.0,18.0,18.0,18.0,-17.0,-17.0,-17.0,0.0,0.0,0.0
283,90.0,90.0,90.0,63.0,63.0,63.0,64.0,65.0,64.42857360839844,64.0,65.0,64.71428680419922,74.0,75.0,74.71428680419922,86.0,87.0,86.42857360839844,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,77.0,77.0,94.0,95.0,94.42857360839844,102.0,103.0,102.42857360839844,-99999.0,-99999.0,-99999.0,91.0,92.0,91.14286041259766,0.0,0.0,0.0,283,0,0,0,0,0,0,0,0,0,7,119.0,119.0,119.0,-4.0,-4.0,-4.0,2.0,3.0,2.4285714626312256,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,178.0,179.0,178.57142639160156,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,253.0,252.5714263916016,287.0,287.0,287.0,289.0,289.0,289.0,238.0,239.0,238.5714263916016,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,118.0,119.0,118.42857360839844,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
284,89.0,89.0,89.0,62.0,62.0,62.0,64.0,65.0,64.33333587646484,64.0,64.0,64.0,74.0,74.0,74.0,87.0,87.0,87.0,73.0,73.0,73.0,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.33333587646484,94.0,94.0,94.0,102.0,102.0,102.0,360.0,360.0,360.0,91.0,92.0,91.16666412353516,0.2864765226840973,0.2864765226840973,0.2864765226840973,284,0,0,0,0,0,0,0,0,0,6,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.3333282470703,217.0,218.0,217.3333282470703,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
285,90.0,90.0,90.0,63.0,63.0,63.0,64.0,64.0,64.0,66.0,66.0,66.0,75.0,75.0,75.0,86.0,86.0,86.0,72.0,72.0,72.0,69.0,70.0,69.88888549804688,64.0,64.0,64.0,77.0,77.0,77.0,95.0,95.0,95.0,103.0,103.0,103.0,360.0,360.0,360.0,86.0,88.0,87.33333587646484,0.2864765226840973,0.2864765226840973,0.2864765226840973,285,0,0,0,0,0,0,0,0,0,9,119.0,119.0,119.0,-4.0,-4.0,-4.0,3.0,3.0,3.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,229.0,229.0,229.0,226.0,226.0,226.0,178.0,178.0,178.0,117.0,117.0,117.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,252.0,252.0,252.0,285.0,286.0,285.5555419921875,287.0,287.0,287.0,237.0,238.0,237.11111450195312,171.0,171.0,171.0,95.0,95.0,95.0,48.0,48.0,48.0,-41.0,-41.0,-41.0,-36.0,-35.0,-35.44444274902344,9.0,9.0,9.0,70.0,70.0,70.0,109.0,109.0,109.0,146.0,146.0,146.0,173.0,173.0,173.0,166.0,166.0,166.0,119.0,119.0,119.0,62.0,62.0,62.0,18.0,18.0,18.0,-17.0,-17.0,-17.0,0.0,0.0,0.0
286,90.0,90.0,90.0,63.0,63.0,63.0,64.0,65.0,64.07691955566406,64.0,65.0,64.07691955566406,74.0,75.0,74.15384674072266,86.0,86.0,86.0,73.0,73.0,73.0,71.0,71.0,71.0,64.0,64.0,64.0,77.0,77.0,77.0,94.0,94.0,94.0,102.0,102.0,102.0,-99999.0,-99999.0,-99999.0,91.0,92.0,91.07691955566406,0.0,0.0,0.0,286,0,0,0,0,0,0,0,0,0,13,119.0,119.0,119.0,-4.0,-4.0,-4.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,174.0,174.0,217.0,217.0,217.0,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-36.0,-36.0,-36.0,9.0,9.0,9.0,70.0,70.0,70.0,108.0,108.0,108.0,145.0,145.0,145.0,173.0,173.0,173.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
287,89.0,89.0,89.0,62.0,62.0,62.0,64.0,65.0,64.5,64.0,64.0,64.0,74.0,75.0,74.875,87.0,87.0,87.0,73.0,73.0,73.0,70.0,70.0,70.0,64.0,64.0,64.0,76.0,77.0,76.5,94.0,94.0,94.0,102.0,102.0,102.0,-99999.0,-99999.0,-99999.0,91.0,92.0,91.5,0.0,0.0,0.0,287,0,0,0,0,0,0,0,0,0,16,118.0,118.0,118.0,-5.0,-5.0,-5.0,2.0,2.0,2.0,54.0,54.0,54.0,122.0,122.0,122.0,163.0,163.0,163.0,199.0,199.0,199.0,230.0,230.0,230.0,227.0,227.0,227.0,179.0,179.0,179.0,116.0,116.0,116.0,56.0,56.0,56.0,15.0,15.0,15.0,33.0,33.0,33.0,99.0,99.0,99.0,137.0,137.0,137.0,174.0,175.0,174.5,217.0,218.0,217.5,253.0,253.0,253.0,287.0,287.0,287.0,289.0,289.0,289.0,239.0,239.0,239.0,172.0,172.0,172.0,95.0,95.0,95.0,47.0,47.0,47.0,-42.0,-42.0,-42.0,-37.0,-36.0,-36.5,8.0,8.0,8.0,69.0,69.0,69.0,108.0,108.0,108.0,145.0,145.0,145.0,172.0,172.0,172.0,165.0,165.0,165.0,118.0,118.0,118.0,61.0,61.0,61.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
